level_3rd,skill_type,tags
网络工程师,数据库类型,DB2|_|DB2|_|MySQL|_|MySQL|_|PostgreSQL|_|PostgreSQL|_|SQL Server|_|SQL Server
网络工程师,系统类型,Linux|_|Linux|_|Windows|_|Windows
网络工程师,网络协议,HTTP协议|_|HTTP协议|_|IP协议|_|IP协议|_|OSPF协议|_|OSPF协议|_|TCP协议|_|TCP协议
网络工程师,网络设备,Cisco|_|Cisco|_|H3C|_|H3C|_|HUAWEI|_|HUAWEI|_|交换机|_|交换机|_|路由器|_|路由器|_|防火墙|_|防火墙
网络工程师,计算机语言方向,Python|_|Python|_|SQL|_|SQL|_|Shell|_|Shell
网络工程师,资格证书,CCIE|_|CCIE|_|CCNA|_|CCNA|_|CCNP|_|CCNP|_|H3CIE|_|H3CIE|_|HCIE|_|HCIE|_|HCNA|_|HCNA|_|HCNP|_|HCNP
网络工程师,运维方向,IT技术支持|_|IT技术支持|_|网络运维|_|网络运维
网络推广,市场工作方向,市场推广|_|海外市场推广
网络推广,市场推广方式,新媒体推广|_|线上推广
网络推广,市场推广渠道,360渠道|_|AdWords|_|微博平台|_|搜狗渠道|_|百度渠道
网络竞价专员,策划方向,企业策划|_|品牌策划|_|婚礼策划|_|媒介策划|_|市场策划|_|店铺策划|_|招商策划|_|文案策划|_|新媒体策划|_|新闻策划|_|活动策划|_|海外策划|_|网站策划|_|营销策划
网络竞价专员,行业方向,IT/互联网|_|人工智能|_|会议/展览服务|_|农业|_|制药/医疗|_|动画行业|_|广告业|_|影视行业|_|房地产/建筑|_|批发/零售|_|教育培训|_|旅游业|_|汽车行业|_|游戏|_|电子商务|_|酒店/民宿|_|金融业|_|餐饮业
网络管理员,技术工作内容,网络布线|_|网络布线|_|网络故障排除|_|网络故障排除|_|网络架构|_|网络架构|_|网络监控|_|网络监控|_|网络管理|_|网络管理|_|网络虚拟化|_|网络虚拟化|_|网络规划|_|网络规划|_|网络调试|_|网络调试|_|网络配置|_|网络配置|_|网络集成|_|网络集成
网络管理员,数据库类型,DB2|_|DB2|_|MySQL|_|MySQL|_|PostgreSQL|_|PostgreSQL|_|SQL Server|_|SQL Server
网络管理员,系统类型,Linux|_|Linux|_|Windows|_|Windows
网络管理员,网络协议,HTTP协议|_|HTTP协议|_|IP协议|_|IP协议|_|OSPF协议|_|OSPF协议|_|TCP协议|_|TCP协议
网络管理员,网络设备,Cisco|_|Cisco|_|H3C|_|H3C|_|HUAWEI|_|HUAWEI|_|交换机|_|交换机|_|路由器|_|路由器|_|防火墙|_|防火墙
网络管理员,计算机语言方向,Python|_|Python|_|SQL|_|SQL|_|Shell|_|Shell
网络管理员,资格证书,CCIE|_|CCIE|_|CCNA|_|CCNA|_|CCNP|_|CCNP|_|H3CIE|_|H3CIE|_|HCIE|_|HCIE|_|HCNA|_|HCNA|_|HCNP|_|HCNP
网络管理员,运维方向,IT技术支持|_|IT技术支持|_|网络运维|_|网络运维
网络营销,市场工作方向,市场推广|_|海外市场推广
网络营销,市场推广方式,新媒体推广|_|线上推广
网络营销,市场推广渠道,360渠道|_|AdWords|_|微博平台|_|搜狗渠道|_|百度渠道
网络运维,技术工作内容,AWS|_|AWS|_|CRM系统运维|_|CRM系统运维|_|EBS系统运维|_|EBS系统运维|_|ERP运维|_|ERP运维|_|IDC运维|_|IDC运维|_|ITIL流程管理|_|ITIL流程管理|_|MES运维|_|MES运维|_|业务运维|_|业务运维|_|中间件运维|_|中间件运维|_|云平台运维|_|云平台运维|_|信息安全运维|_|信息安全运维|_|实施运维|_|实施运维|_|持续集成|_|持续集成|_|故障监控|_|故障监控|_|服务器运维|_|服务器运维|_|深度学习平台运维|_|深度学习平台运维|_|设备运维|_|设备运维|_|配置管理|_|配置管理
网络运维,数据库类型,DB2|_|DB2|_|MongoDB|_|MongoDB|_|MySQL|_|MySQL|_|NoSQL|_|NoSQL|_|Oracle|_|Oracle|_|PostgreSQL|_|PostgreSQL|_|Redis|_|Redis|_|SQL Server|_|SQL Server
网络运维,系统类型,AIX|_|AIX|_|Linux|_|Linux|_|Unix|_|Unix|_|Windows|_|Windows
网络运维,网络协议,HTTPS协议|_|HTTPS协议|_|HTTP协议|_|HTTP协议|_|IP协议|_|IP协议|_|TCP协议|_|TCP协议
网络运维,计算机语言方向,C|_|C|_|C++|_|C++|_|Golang|_|Golang|_|Java|_|Java|_|PHP|_|PHP|_|Python|_|Python|_|SQL|_|SQL|_|Shell|_|Shell
网络运维,资格证书,CCNP|_|CCNP|_|OCM|_|OCM|_|RHCA|_|RHCA|_|RHCE|_|RHCE|_|RHCSA|_|RHCSA
网络运维,软件开发工具,Jenkins|_|Jenkins|_|SVN|_|SVN
网络运维,运维工具,Ansible|_|Ansible|_|Apache|_|Apache|_|CDN|_|CDN|_|CI/CD|_|CI/CD|_|Centos|_|Centos|_|DevOps|_|DevOps|_|Docker|_|Docker|_|ELK|_|ELK|_|K8S|_|K8S|_|KVM|_|KVM|_|Nginx|_|Nginx|_|Redhat|_|Redhat|_|Tomcat|_|Tomcat|_|VMware|_|VMware|_|Weblogic|_|Weblogic|_|Zabbix|_|Zabbix
网络运维,运维方向,SRE|_|SRE|_|大数据运维|_|大数据运维|_|存储运维|_|存储运维|_|安全运维|_|安全运维|_|应用运维|_|应用运维|_|数据库运维|_|数据库运维|_|机房运维|_|机房运维|_|桌面运维|_|桌面运维|_|系统运维|_|系统运维|_|自动化运维|_|自动化运维|_|虚拟化运维|_|虚拟化运维|_|集群运维|_|集群运维
网络销售,销售方式,区域销售|_|大客户销售
网络销售,销售行业属性,保险销售|_|汽车销售
网页产品经理,产品方向,APP产品|_|B端产品|_|C端产品|_|信息系统|_|内容产品|_|功能产品|_|医疗产品|_|后台产品|_|商业产品|_|在线教育产品|_|广告产品|_|搜索产品|_|数据产品|_|旅游产品|_|游戏产品|_|物流产品|_|生活服务产品|_|电商产品|_|硬件产品|_|社交产品|_|移动产品|_|策略产品|_|网页产品|_|视频产品|_|资讯产品|_|金融产品
网页产品经理,产品职责,交互设计|_|产品规划|_|产品设计|_|原型设计|_|思维导图|_|用户增长|_|用户研究|_|需求分析|_|项目管理
置业顾问,资格证书,房地产经纪人资格证|_|房地产经纪人资格证
置业顾问,销售方式,大客户销售|_|大客户销售|_|电话销售|_|电话销售|_|门店销售|_|门店销售
置业顾问,销售行业属性,二手房销售|_|二手房销售|_|房屋租赁|_|房屋租赁|_|海外销售|_|海外销售
美体师,美容保健职能,美容助理/学徒|_|美容师|_|芳疗师
美体师,美容养生技能,产后美体|_|产后美容|_|塑形美体|_|皮肤护理|_|身体护理
美体师,资格证书,健康证|_|美容师资格证
美体教练,美容保健职能,美容助理/学徒|_|美容师|_|芳疗师
美体教练,美容养生技能,产后美体|_|产后美容|_|塑形美体|_|皮肤护理|_|身体护理
美体教练,资格证书,健康证|_|美容师资格证
美发培训师,培训内容,剪发|_|接发|_|染发|_|烫发|_|美发
美发学徒,美发职能,养护助理|_|洗发助理|_|烫染学徒|_|造型助理
美容保健,美容保健职能,美容助理/学徒|_|美容导师
美容保健,美容养生技能,SPA按摩|_|产后美体|_|产后美容|_|塑形美体|_|护肤|_|皮肤护理|_|美容培训|_|身体护理
美容导师,从业背景,代理机构|_|公立医院|_|医美机构|_|私立医院|_|美容院
美容导师,美容项目,光电医美|_|医美|_|口腔医美|_|塑形医美|_|植发医美|_|生美|_|皮肤护理|_|眼部医美|_|纹绣|_|美体|_|美容培训|_|美甲|_|美睫|_|胸部医美|_|面部医美
美容师,美容保健职能,美容助理/学徒|_|美容导师
美容师,美容养生技能,SPA按摩|_|产后美体|_|产后美容|_|塑形美体|_|护肤|_|皮肤护理|_|美容培训|_|身体护理
美容店长,资格证书,美容师资格证
美容店长,门店店长方向,养生店长|_|医美店长|_|纹绣店长|_|美容店长|_|美甲店长|_|连锁店长
美容整形科医生,医疗科室,口腔科|_|外科|_|皮肤科
美容整形科医生,医疗美容方向,减肥塑形师|_|毛发移植|_|注射美容师|_|皮肤美容|_|眼部整形|_|胸部整形|_|面部整形师|_|面部除皱师|_|鼻部整形
美容顾问,美容养生技能,SPA按摩|_|SPA按摩|_|产后美容|_|产后美容|_|皮肤护理|_|皮肤护理|_|身体护理|_|身体护理
美工,平面设计方向,人像修图|_|平面设计|_|电商美工|_|画册设计|_|网页设计
美工,设计职能,美术设计师|_|设计师|_|设计师助理
美工,设计软件,3D MAX|_|AE|_|CAD|_|DW|_|MAYA|_|Painter|_|PhotoShop|_|Premiere|_|SAI|_|Spine
美术指导,广告工作经验,4A广告公司|_|4A广告公司
美术指导,广告类型,印刷广告|_|印刷广告|_|媒体广告|_|媒体广告|_|户外广告|_|户外广告|_|新媒体广告|_|新媒体广告|_|游戏广告|_|游戏广告|_|网络广告|_|网络广告|_|视听广告|_|视听广告
美术指导,设计方向,手绘|_|手绘|_|视觉设计|_|视觉设计
美术指导,设计职能,设计主管|_|设计主管|_|设计师|_|设计师|_|设计师助理|_|设计师助理|_|设计总监|_|设计总监|_|设计经理|_|设计经理
美术指导,设计软件,AE|_|AE|_|PhotoShop|_|PhotoShop|_|Premiere|_|Premiere
美术教师,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
美术教师,教师类型,助教|_|双语教师|_|家教|_|教研
美术教师,教育阶段,初中教育|_|学前教育|_|小学教育|_|成人教育|_|高中教育
美甲师,美甲美睫职能,美甲助理|_|美甲培训|_|美甲学徒|_|美睫培训|_|美睫学徒
美睫师,美甲美睫职能,美甲助理|_|美甲培训|_|美甲学徒|_|美睫培训|_|美睫学徒
美编,编辑方向,图书编辑|_|图书编辑|_|客座编辑|_|时尚编辑|_|漫画编辑|_|美术编辑|_|美术编辑|_|自媒体编辑|_|自媒体编辑|_|财经编辑
美编,编辑职能,主编|_|图文排版|_|审核编辑|_|文案编辑|_|校对编辑|_|组稿审稿|_|责编|_|软文撰写|_|选题策划|_|采编
翻译,翻译方式,英语口译|_|英语同声传译
翻译,资格证书,CATTI|_|CET4|_|CET6|_|CNBECT|_|ETTBL|_|TEM4|_|TEM8|_|英语一级口译|_|英语一级笔译|_|英语三级口译|_|英语三级笔译|_|英语二级口译|_|英语二级笔译|_|英语笔译
考研培训讲师,培训内容,军事学|_|农学|_|医学|_|历史学|_|哲学|_|工学|_|心理学|_|政治|_|教育学|_|数学|_|法学|_|理学|_|管理学|_|经济学|_|考研面试|_|艺术学|_|英语
考研培训讲师,授课方式,线上教育|_|线下教育
考研培训讲师,教师类型,助教|_|家教|_|授课教师|_|教学管理|_|教研
考研英语老师,授课方式,线上教育|_|线下教育
考研英语老师,教师类型,助教|_|家教|_|授课教师|_|教学管理|_|教研
考研英语老师,证书/职称,英语专业八级|_|英语专业四级
职业培训,培训方向,IT培训|_|乘务培训|_|厨师培训|_|家政培训|_|汽修培训|_|电工培训|_|礼仪培训|_|财会培训
职业培训,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
职业培训,教师类型,助教|_|培训师|_|教研
职业技术教师,培训方向,IT培训|_|乘务培训|_|厨师培训|_|家政培训|_|汽修培训|_|电工培训|_|礼仪培训|_|财会培训
职业技术教师,授课方式,线上授课|_|线下授课|_|集体授课
职业技术教师,教师类型,助教|_|教研
联合创始人,高级管理方向,人力资源管理|_|公关管理|_|公司管理|_|品牌管理|_|市场营销管理|_|战略管理|_|投融资管理|_|招商管理|_|政府关系管理|_|行政管理|_|财务管理|_|运营管理|_|销售管理|_|风控管理
股权投资,投资工作方向,投中交易|_|投前尽调|_|投后管理|_|收益测算|_|权益投资|_|股权投资|_|证券投资
股权投资,股权投资阶段,PE|_|VC|_|创投|_|天使投资|_|种子投资
股权投资,资格证书,ACCA|_|CHFP|_|CIIA|_|FRM|_|ICFA|_|RFP|_|中级会计师|_|金融架构师证|_|高级会计师
股权投资,金融业务方向,国企改革|_|并购重组|_|海外投资
股权投资,金融分析方向,估值分析|_|行业研究
股权投资,金融风控方向,交易风控|_|投资风控|_|风险控制
育婴师,家政工作内容,婴儿抚触|_|婴儿护理|_|幼儿护理|_|营养配餐
脚本开发,开发方向,AI算法开发|_|数据挖掘|_|爬虫开发
脚本开发,技术方向,TCP/IP|_|分布式|_|多线程|_|消息队列|_|高并发
脚本开发,编程语言,C++|_|C语言|_|Golang|_|Java|_|JavaScript|_|Lua|_|PHP|_|Python|_|Shell
自动化,硬件/电子半导体职能,PLC工程师|_|PLC工程师|_|电子工艺工程师|_|电子工艺工程师|_|电控工程师|_|电控工程师
自动化,硬件工作方向,PCB设计|_|PCB设计|_|嵌入式软件开发|_|嵌入式软件开发|_|电气布线|_|电气布线|_|电气设计|_|电气设计
自动化,计算机语言方向,C++|_|C++|_|C语言|_|C语言
自动化,设计软件,CAD|_|CAD|_|Inventor|_|Inventor|_|Simulink|_|Simulink|_|SolidWorks|_|SolidWorks|_|UG|_|UG
自动化工程师,硬件/电子半导体职能,PLC工程师|_|PLC工程师|_|电子工艺工程师|_|电子工艺工程师|_|电控工程师|_|电控工程师
自动化工程师,硬件工作方向,PCB设计|_|PCB设计|_|嵌入式软件开发|_|嵌入式软件开发|_|电气布线|_|电气布线|_|电气设计|_|电气设计
自动化工程师,计算机语言方向,C++|_|C++|_|C语言|_|C语言
自动化工程师,设计软件,CAD|_|CAD|_|Inventor|_|Inventor|_|Simulink|_|Simulink|_|SolidWorks|_|SolidWorks|_|UG|_|UG
自动化测试,技术工作内容,APP自动化测试|_|Android自动化测试|_|Web自动化测试|_|iOS自动化测试
自动化测试,数据库类型,MySQL|_|Oracle
自动化测试,测试工具,Appium|_|Jmeter|_|RobotFramework|_|Selenium|_|TestNG
自动化测试,测试方向,UI自动化测试|_|性能测试|_|接口自动化测试|_|测试开发|_|移动端自动化测试
自动化测试,系统类型,Linux|_|Windows
自动化测试,计算机语言方向,Java|_|Python|_|SQL|_|Shell
自动化设计工程师,硬件/电子半导体职能,PLC工程师|_|PLC工程师|_|电子工艺工程师|_|电子工艺工程师|_|电控工程师|_|电控工程师
自动化设计工程师,硬件工作方向,PCB设计|_|PCB设计|_|嵌入式软件开发|_|嵌入式软件开发|_|电气布线|_|电气布线|_|电气设计|_|电气设计
自动化设计工程师,计算机语言方向,C++|_|C++|_|C语言|_|C语言
自动化设计工程师,设计软件,CAD|_|CAD|_|Inventor|_|Inventor|_|Simulink|_|Simulink|_|SolidWorks|_|SolidWorks|_|UG|_|UG
自媒体,后期制作方向,视频剪辑|_|视频编辑
自媒体,新媒体运营方向,KOL运营|_|公众号运营|_|创意策划|_|头条号运营|_|官微官博运营|_|小红书运营|_|微信运营|_|微博运营|_|排版设计|_|海外新媒体|_|百家号运营|_|知乎运营|_|视频拍摄|_|视频新媒体|_|选题策划
自媒体,短视频运营方向,快手运营|_|抖音运营|_|短视频运营
自媒体,设计软件,AE|_|Premiere
自媒体,语言方向,日语|_|英语
自媒体,运营平台,知识服务平台
自媒体,运营方向,H5活动运营|_|MCN运营|_|官博运营|_|官微运营
自然语言处理,AI学习算法类型,Boosting|_|CNN|_|DNN|_|GBDT|_|LR|_|LambdaMART|_|RNN/LSTM|_|SVM|_|Seq2Seq|_|协同过滤|_|变量分析|_|强化学习|_|数据建模|_|文本挖掘|_|朴素贝叶斯|_|模式识别|_|矩阵分解|_|逻辑回归
自然语言处理,AI算法方向,密码算法|_|广告算法|_|推荐算法|_|搜索算法|_|机器学习算法|_|深度学习算法|_|算法设计|_|视觉图像算法|_|视频算法|_|语音算法
自然语言处理,Hadoop组件/工具,Hadoop|_|MapReduce|_|Spark|_|Storm
自然语言处理,NLP任务类型,主题模型|_|信息抽取|_|句法分析|_|实体识别|_|序列标注|_|情感分析|_|文本分类|_|智能客服|_|机器翻译|_|机器阅读理解|_|知识图谱|_|篇章分析|_|聊天机器人|_|自动问答|_|舆情分析|_|语义分析|_|语义角色标注
自然语言处理,NLP工具,OpenNLP|_|stanfordNLP
自然语言处理,数据职能,数据分析|_|数据开发|_|数据挖掘|_|数据采集
自然语言处理,深度学习框架,Caffe|_|Keras|_|MXNet|_|PyTorch|_|TensorFlow|_|Theano
自然语言处理,计算机语言方向,C++|_|Java|_|Python
舆情分析,舆情方向,品牌舆情|_|国际舆情|_|政府舆情|_|文化舆情|_|新闻舆情|_|社会舆情
舆情分析,行业方向,IT/互联网|_|人工智能|_|制药/医疗|_|图书行业|_|在线医疗|_|在线教育|_|大健康行业|_|广告业|_|影视行业|_|房地产/建筑|_|批发/零售|_|教育培训|_|新媒体|_|新零售|_|旅游业|_|汽车行业|_|游戏|_|演艺行业|_|物流行业|_|电子/半导体|_|电子商务|_|能源/环保|_|软件行业|_|通信/网络设备|_|酒店/民宿|_|金融业|_|餐饮业
舞台艺术指导,授课方式,一对一授课|_|一对一授课|_|线上授课|_|线上授课|_|线下授课|_|线下授课|_|集体授课|_|集体授课
舞台艺术指导,教师类型,助教|_|助教|_|教师|_|教师
舞台艺术指导,教育阶段,学前教育|_|学前教育|_|小学教育|_|小学教育
舞台艺术指导,舞蹈教师方向,Breaking|_|Breaking|_|hiphop|_|hiphop|_|popping|_|popping|_|中国舞|_|中国舞|_|体育舞蹈|_|体育舞蹈|_|华尔兹|_|华尔兹|_|古典舞|_|古典舞|_|拉丁舞|_|拉丁舞|_|民间舞|_|民间舞|_|爵士舞|_|爵士舞|_|牛仔舞|_|牛仔舞|_|肚皮舞|_|肚皮舞|_|芭蕾舞|_|芭蕾舞
舞美设计,建筑软件,DIALux
舞美设计,照明设计方向,城市照明设计|_|布灯图设计|_|灯具选型|_|照度计算|_|照明图纸深化|_|照明实施图设计|_|照明效果图设计|_|综合体照明
舞美设计,设计职能,设计主管|_|设计师|_|设计师助理|_|设计总监|_|设计经理
舞美设计,设计软件,CAD|_|Houdini|_|PhotoShop|_|Vary
舞蹈老师,授课方式,一对一授课|_|一对一授课|_|线上授课|_|线上授课|_|线下授课|_|线下授课|_|集体授课|_|集体授课
舞蹈老师,教师类型,助教|_|助教|_|教师|_|教师
舞蹈老师,教育阶段,学前教育|_|学前教育|_|小学教育|_|小学教育
舞蹈老师,舞蹈教师方向,Breaking|_|Breaking|_|hiphop|_|hiphop|_|popping|_|popping|_|中国舞|_|中国舞|_|体育舞蹈|_|体育舞蹈|_|华尔兹|_|华尔兹|_|古典舞|_|古典舞|_|拉丁舞|_|拉丁舞|_|民间舞|_|民间舞|_|爵士舞|_|爵士舞|_|牛仔舞|_|牛仔舞|_|肚皮舞|_|肚皮舞|_|芭蕾舞|_|芭蕾舞
航空乘务,工作班次,晚班|_|白班|_|轮班制
航空乘务,应用外语,俄语|_|德语|_|意大利语|_|日语|_|法语|_|泰语|_|英语|_|葡萄牙语|_|西班牙语|_|阿拉伯语|_|韩语/朝鲜语
航空乘务,航空职级,两舱乘务员|_|主任乘务长|_|区域乘务长|_|普通舱乘务员
航空乘务,证书/职称,普通话一级乙等|_|普通话一级甲等|_|普通话二级乙等|_|普通话二级甲等|_|民航客舱乘务员培训合格证|_|空乘资格证
船舶乘务,工作内容,安全检查|_|治安巡视|_|秩序维护|_|船舶维护|_|邮轮服务
船舶乘务,工作班次,晚班|_|白班|_|轮班制
船舶乘务,福利待遇,五险一金|_|免费班车|_|全勤奖|_|加班补贴|_|包住|_|包吃|_|包吃住|_|带薪年假|_|意外险|_|系统培训|_|绩效奖金|_|节日福利|_|通讯补贴|_|餐饮补贴|_|高温补贴
船舶设计制造,应用软件,AVEVA Marine|_|CADMATIC|_|Keyshot|_|PDMS|_|PSPICE|_|Rhino|_|SIMULINK|_|Tribon|_|东欣SPD|_|鹰图
船舶设计制造,船舶设计方向,发电机组设计|_|导航系统设计|_|操舵系统设计|_|救生系统设计|_|浮式生产系统|_|航电系统设计|_|船体设计|_|船舶性能设计|_|船舶系统设计|_|船舶结构设计|_|船舶部件设计|_|舾装设计
艺人助理,化妆造型职能,化妆助理|_|造型师助理
艺人助理,经纪人职能,模特助理|_|歌手助理|_|演员助理|_|经纪人助理
芯片测试工程师,芯片测试类型,传感器芯片|_|兼容性测试|_|功能测试|_|压力测试|_|可靠性测试|_|存储芯片|_|封装测试|_|射频芯片|_|微处理器|_|性能测试|_|接口芯片|_|时序测试|_|电源芯片|_|自动化测试|_|通信芯片|_|音频芯片
芯片销售工程师,客户群体,KA大客户|_|企业客户|_|医疗机构客户|_|政府客户|_|院校客户
芯片销售工程师,芯片类型,AI芯片|_|光电芯片|_|军工芯片|_|基因芯片|_|智能芯片|_|电源芯片|_|车规级芯片|_|通信芯片
芯片销售工程师,销售方式,代理商销售|_|会议/会展销售|_|地推销售|_|渠道销售|_|电话销售|_|网络销售|_|面销/陌拜
花艺,花艺类型,婚礼花艺|_|宴会花艺|_|家居花艺|_|展会花艺|_|干花花艺|_|庆典花艺|_|橱窗花艺|_|欧美花艺|_|绿植设计|_|花车设计|_|韩式花艺|_|鲜花花艺
花艺,花艺职能,花艺助理|_|花艺店长|_|花艺讲师
花艺师,花艺类型,婚礼花艺|_|宴会花艺|_|家居花艺|_|展会花艺|_|干花花艺|_|庆典花艺|_|橱窗花艺|_|欧美花艺|_|绿植设计|_|花车设计|_|韩式花艺|_|鲜花花艺
花艺师,花艺职能,花艺助理|_|花艺店长|_|花艺讲师
英语教师,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
英语教师,教师类型,助教|_|双语教师|_|外教|_|家教|_|教研
英语教师,教育阶段,初中教育|_|大学教育|_|学前教育|_|小学教育|_|成人教育|_|高中教育
英语教师,资格证书,CET4|_|CET6|_|TEM4|_|TEM8
英语翻译,资格证书,CATTI|_|CET4|_|CET6|_|CNBECT|_|ETTBL|_|TEM4|_|TEM8|_|英语一级口译|_|英语一级笔译|_|英语三级口译|_|英语三级笔译|_|英语二级口译|_|英语二级笔译|_|英语笔译
英语老师,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
英语老师,教师类型,助教|_|双语教师|_|外教|_|家教|_|教研
英语老师,教育阶段,初中教育|_|大学教育|_|学前教育|_|小学教育|_|成人教育|_|高中教育
英语老师,资格证书,CET4|_|CET6|_|TEM4|_|TEM8
茶艺师,茶艺师工作职责,评茶
茶艺师,资格证书,茶艺师职业资格证
药剂师,医生工作内容,发药|_|煎药|_|药品出入库|_|药品盘点|_|药品质量盘查|_|药品验收|_|药店管理|_|配药
药剂师,医生护士职称,主任药剂师|_|副主任药剂师
药品注册,医药工作方向,专利申报|_|仿制药品申请|_|制剂注册|_|新药注册|_|进口药品申请
药品注册,语言方向,日语|_|英语
药品生产,医药工作方向,中药饮片生产|_|兽药生产|_|兽药质检|_|包材质检|_|半固体制剂生产|_|原料药生产|_|液体制剂生产|_|片剂生产|_|胶囊剂生产|_|颗粒剂生产
药品研发,工作方向,毒理研究|_|药品稳定性研究|_|药物分析|_|药物合成|_|药理研究
药品研发,药品类型,中药|_|仿制药|_|兽药|_|化学药|_|原料药|_|新药|_|生物药
药店,药师方向,中药执业药师|_|中药执业药师|_|中药执业药师|_|中药调剂员|_|中药调剂员|_|中药调剂员|_|西药执业药师|_|西药执业药师|_|西药执业药师
药店,药店店员职能,药店促销员|_|药店促销员|_|药店促销员|_|药店收银员|_|药店收银员|_|药店收银员|_|药店营业员|_|药店营业员|_|药店营业员
药店店员,药师方向,中药执业药师|_|中药执业药师|_|中药执业药师|_|中药调剂员|_|中药调剂员|_|中药调剂员|_|西药执业药师|_|西药执业药师|_|西药执业药师
药店店员,药店店员职能,药店促销员|_|药店促销员|_|药店促销员|_|药店收银员|_|药店收银员|_|药店收银员|_|药店营业员|_|药店营业员|_|药店营业员
药店店长,药店店长方向,中药房店长|_|中药房店长|_|中药房店长|_|保健品店长|_|保健品店长|_|保健品店长|_|医疗器械店长|_|医疗器械店长|_|医疗器械店长|_|眼镜店店长|_|眼镜店店长|_|眼镜店店长
营养师,医生护士职称,公共营养师证
营养师,医生职能,临床营养师|_|运动营养师|_|食品营养师
营运主管,从业背景,工厂|_|百货商场|_|购物中心|_|超市|_|酒店|_|门店/店铺
营运主管,营运方向,品牌营运|_|招商营运|_|物业营运|_|物流营运|_|生产营运|_|租赁营运|_|连锁营运
营运主管,营运领域,农/林/牧/渔|_|制药/医疗|_|建筑业|_|文娱行业|_|日化|_|服装/纺织|_|物流仓储|_|珠宝/首饰|_|能源/环保|_|金融业|_|食品/饮料|_|餐饮业
营运经理,从业背景,工厂|_|百货商场|_|购物中心|_|超市|_|酒店|_|门店/店铺
营运经理,营运方向,品牌营运|_|招商营运|_|物业营运|_|物流营运|_|生产营运|_|租赁营运|_|连锁营运
营运经理,营运领域,农/林/牧/渔|_|制药/医疗|_|建筑业|_|文娱行业|_|日化|_|服装/纺织|_|物流仓储|_|珠宝/首饰|_|能源/环保|_|金融业|_|食品/饮料|_|餐饮业
营销推广,市场工作内容,活动策划
营销推广,市场工作方向,市场开发|_|海外市场推广
营销推广,市场推广方式,新媒体推广|_|渠道推广|_|线上推广
营销推广,市场推广渠道,360渠道|_|微博平台|_|搜狗渠道|_|百度渠道
营销策划,市场工作内容,内容营销|_|品牌策划|_|市场信息收集|_|市场数据分析|_|战略规划|_|活动策划|_|策略规划|_|营销策划
营销策划,市场工作技能,文字写作能力|_|活动组织能力
营销策划,市场工作方向,市场开发|_|市场策划
营销策划,市场推广渠道,360渠道|_|微博平台|_|搜狗渠道|_|百度渠道
营销策划,市场调研方向,市场研究|_|行业研究
葡萄牙语翻译,翻译形式,交替传译|_|口译|_|同声传译|_|笔译
葡萄牙语翻译,证书,CAPLE证书|_|Celpe-bras证书
董事会秘书,语言方向,日语|_|英语|_|西班牙语|_|韩语
董事会秘书,资格证书,经济师|_|董秘资格证|_|驾驶证
董事会秘书,金融业务方向,定向增发|_|市值管理|_|并购重组
董事会秘书,高级管理方向,公关管理|_|战略管理|_|投融资管理|_|政府关系管理|_|财务管理|_|运营管理
薪资福利,人事职能,薪酬专员|_|薪酬总监|_|薪酬经理
薪资福利,薪酬工作内容,人力成本分析|_|商业保险管理|_|社保公积金管理|_|薪酬核算|_|薪酬设计
薪资福利,资格证书,人力资源管理师一级|_|人力资源管理师三级|_|人力资源管理师二级|_|人力资源管理师四级
薪酬福利,人事职能,薪酬专员|_|薪酬总监|_|薪酬经理
薪酬福利,薪酬工作内容,人力成本分析|_|商业保险管理|_|社保公积金管理|_|薪酬核算|_|薪酬设计
薪酬福利,资格证书,人力资源管理师一级|_|人力资源管理师三级|_|人力资源管理师二级|_|人力资源管理师四级
蛋糕师,点心师方向,烘焙师|_|翻糖师|_|蛋糕师|_|裱花师|_|西点学徒
融资,股权投资阶段,PE|_|VC|_|天使投资|_|种子投资
融资,融资工作方向,债务融资|_|投资者关系|_|股权融资|_|融资顾问
融资,资格证书,ACCA|_|CIIA|_|FRM|_|ICFA|_|RFP|_|金融架构师证
融资,金融业务方向,并购重组|_|融资融券|_|资产证券化
融资,金融分析方向,宏观分析|_|行业研究|_|证券分析
融资总监,股权投资阶段,PE|_|VC|_|天使投资|_|种子投资
融资总监,融资工作方向,债务融资|_|投资者关系|_|股权融资|_|融资顾问
融资总监,资格证书,ACCA|_|CIIA|_|FRM|_|ICFA|_|RFP|_|金融架构师证
融资总监,金融业务方向,并购重组|_|融资融券|_|资产证券化
融资总监,金融分析方向,宏观分析|_|行业研究|_|证券分析
行业研究,股权投资阶段,PE|_|VC|_|创投|_|天使投资|_|种子投资
行业研究,资格证书,CIIA|_|FRM|_|ICFA|_|金融架构师证
行业研究,金融分析方向,估值分析|_|宏观分析|_|策略分析|_|证券分析|_|量化分析
行为训练师,——,
行政,行政工作内容,会议管理|_|保密管理|_|公文写作|_|办公环境管理|_|名片工牌制作|_|外联管理|_|差旅管理|_|差旅管理|_|收发信件快递|_|数据处理|_|文件管理|_|文印管理|_|活动管理|_|考勤管理|_|证照管理|_|资质申报|_|选址搬迁|_|邮件管理
