level_3rd,skill_type,tags
IT项目总监,项目方向,.NET项目|_|ABAP项目|_|APP开发|_|Android项目|_|BI项目|_|C++项目|_|C语言项目|_|ETL项目|_|IDC项目|_|Java项目|_|Linux项目|_|Oracle项目|_|全栈项目|_|前端项目|_|售前项目|_|售后项目|_|图像算法|_|实施项目|_|数据中台|_|数据仓库项目|_|数据平台产品|_|数据治理|_|数据采集|_|机器学习|_|机器视觉|_|测试项目|_|深度学习|_|系统集成|_|网络项目|_|自然语言学习|_|运维项目
IT项目总监,项目领域,AI项目|_|APS项目|_|CRM项目|_|EHS项目|_|ERP项目|_|GIS项目|_|HIS系统|_|HR系统|_|MES项目|_|O2O项目|_|OA项目|_|OEM项目|_|PLM系统|_|SAP项目|_|SaaS项目|_|云计算|_|人脸识别项目|_|信息安全项目|_|信息系统项目|_|共享出行|_|大数据项目|_|微服务项目|_|新零售|_|智慧交通|_|智慧停车|_|智慧城市|_|智慧建筑|_|智能化项目|_|智能家居|_|智能汽车|_|智能硬件|_|智能穿戴项目|_|机器人项目|_|机房项目|_|游戏项目|_|物联网|_|电商项目|_|短视频项目|_|硬件项目|_|车联网|_|软件项目
IT项目执行,项目方向,.NET项目|_|ABAP项目|_|APP开发|_|Android项目|_|BI项目|_|C++项目|_|C语言项目|_|ETL项目|_|IDC项目|_|Java项目|_|Linux项目|_|Oracle项目|_|全栈项目|_|前端项目|_|售前项目|_|售后项目|_|图像算法|_|实施项目|_|数据中台|_|数据仓库项目|_|数据平台产品|_|数据治理|_|数据采集|_|机器学习|_|机器视觉|_|测试项目|_|深度学习|_|系统集成|_|网络项目|_|自然语言学习|_|运维项目
IT项目执行,项目领域,AI项目|_|APS项目|_|CRM项目|_|EHS项目|_|ERP项目|_|GIS项目|_|HIS系统|_|HR系统|_|MES项目|_|O2O项目|_|OA项目|_|OEM项目|_|PLM系统|_|SAP项目|_|SaaS项目|_|云计算|_|人脸识别项目|_|信息安全项目|_|信息系统项目|_|共享出行|_|大数据项目|_|微服务项目|_|新零售|_|智慧交通|_|智慧停车|_|智慧城市|_|智慧建筑|_|智能化项目|_|智能家居|_|智能汽车|_|智能硬件|_|智能穿戴项目|_|机器人项目|_|机房项目|_|游戏项目|_|物联网|_|电商项目|_|短视频项目|_|硬件项目|_|车联网|_|软件项目
IT项目经理,证书/职称,PMP项目管理认证
IT项目经理,项目方向,.NET项目|_|ABAP项目|_|APP开发|_|Android项目|_|BI项目|_|C++项目|_|C语言项目|_|ETL项目|_|IDC项目|_|Java项目|_|Linux项目|_|Oracle项目|_|全栈项目|_|前端项目|_|售前项目|_|售后项目|_|图像算法|_|实施项目|_|数据中台|_|数据仓库项目|_|数据平台产品|_|数据治理|_|数据采集|_|机器学习|_|机器视觉|_|测试项目|_|深度学习|_|系统集成|_|网络项目|_|自然语言学习|_|运维项目
IT项目经理,项目领域,AI项目|_|APS项目|_|CRM项目|_|EHS项目|_|ERP项目|_|GIS项目|_|HIS系统|_|HR系统|_|MES项目|_|O2O项目|_|OA项目|_|OEM项目|_|PLM系统|_|SAP项目|_|SaaS项目|_|云计算|_|人脸识别项目|_|信息安全项目|_|信息系统项目|_|共享出行|_|大数据项目|_|微服务项目|_|新零售|_|智慧交通|_|智慧停车|_|智慧城市|_|智慧建筑|_|智能化项目|_|智能家居|_|智能汽车|_|智能硬件|_|智能穿戴项目|_|机器人项目|_|机房项目|_|游戏项目|_|物联网|_|电商项目|_|短视频项目|_|硬件项目|_|车联网|_|软件项目
Java,Hadoop组件/工具,Hadoop|_|Hbase|_|Kafka|_|Spark
Java,后端框架,Dubbo|_|Ehcache|_|Hibernate|_|Netty|_|SSH|_|SSM|_|Spring|_|SpringBoot|_|SpringCloud|_|SpringMVC|_|Struts|_|iBATIS
Java,技术类型,J2EE架构|_|SOA架构|_|Socket技术|_|分布式技术|_|多线程|_|多进程|_|微服务架构|_|数据结构|_|消息队列|_|网络协议
Java,数据库类型,DB2|_|Memcached|_|MongoDB|_|MySQL|_|NoSQL|_|Oracle|_|PostgreSQL|_|Redis|_|SQL Server
Java,系统类型,Android|_|Linux|_|Windows
Java,计算机语言方向,CSS|_|Golang|_|HTML|_|HTML5|_|PHP|_|Python|_|SQL|_|Shell
Java,软件开发工具,ActiveMQ|_|Eclipse|_|Maven|_|MyEclipse|_|RabbitMQ
Java,软件开发方向,.NET开发|_|全栈开发|_|前端开发|_|后端开发|_|游戏开发
Java,运维工具,Docker|_|Tomcat|_|Weblogic
JavaScript,前端框架,Angular|_|AngularJS|_|Avalon|_|Bootstrap|_|Dojo|_|Electron|_|Ember.js|_|ExtJS|_|JQuery|_|Native.js|_|React|_|React.JS|_|RequireJS|_|Vue|_|Vue.js|_|Zepto|_|weex
JavaScript,技术类型,AJAX|_|Hybrid开发
JavaScript,移动端框架,jQuery Mobile
JavaScript,计算机语言方向,CSS|_|CSS3|_|HTML|_|Less|_|TypeScript|_|XML
JavaScript,软件开发工具,DIV+CSS|_|JSON|_|Redux
Java培训讲师,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
Java培训讲师,教师类型,助教|_|培训师|_|教研
Node.js,前端框架,Angular|_|Bootstrap|_|JQuery|_|React|_|Vue
Node.js,后端框架,Egg|_|Express|_|Koa|_|Pomelo|_|ThinkJS
Node.js,技术类型,AJAX|_|Socket技术|_|分布式技术
Node.js,数据库类型,MongoDB|_|MySQL|_|Oracle|_|PostgreSQL|_|Redis|_|SQL Server
Node.js,系统类型,Linux|_|Unix
Node.js,计算机语言方向,CSS|_|ES5|_|ES6|_|Golang|_|HTML|_|Java|_|JavaScript|_|PHP|_|Python|_|SQL|_|Shell|_|TypeScript|_|XML
Node.js,软件开发工具,JSON|_|Kibana|_|RabbitMQ|_|Redux|_|Sequelize
Node.js,软件开发方向,前端开发|_|后端开发
PCB工艺,EDA软件,Cadence
PCB工艺,硬件工作方向,EMC测试|_|嵌入式软件开发|_|电路设计
PCB工艺,硬件工具,PADS
PCB工艺,设计软件,CAD
PHP,后端框架,Codelgniter|_|Laravel|_|Phalcon|_|Symfony|_|ThinkPHP|_|Yii2|_|Zend Framework
PHP,数据库类型,MongoDB|_|MySQL|_|NoSQL|_|Redis|_|SQL Server
PHP,系统类型,Android|_|Linux|_|Unix|_|小程序
PHP,计算机语言方向,C#|_|C/C++|_|CSS|_|Golang|_|HTML|_|HTML5|_|Java|_|Perl|_|Python|_|SQL
PHP,软件开发工具,JSON|_|LAMP|_|LNMP|_|Smarty|_|WordPress
PHP,软件开发方向,.NET开发|_|Node.js开发|_|前端开发|_|后端开发|_|游戏开发
PHP,运维工具,Docker|_|Kubernetes
PLC工程师,EDA软件,Cadence|_|Protel
PLC工程师,硬件工作方向,ARM开发|_|ARM开发|_|EMC测试|_|Layout设计|_|PCB设计|_|单板开发|_|单片机开发|_|器件选型|_|射频开发|_|嵌入式硬件开发|_|嵌入式软件开发|_|电路设计|_|芯片设计
PLC工程师,硬件工具,AD|_|PADS|_|万用表|_|示波器
PLC工程师,计算机语言方向,C++|_|C语言|_|VHDL|_|Verilog
PLC工程师,设计软件,CAD
Perl,后端框架,SpringBoot|_|SpringCloud
Perl,技术类型,Socket技术|_|分布式技术|_|多线程|_|多进程|_|微服务架构|_|数据结构|_|消息队列|_|网络协议
Perl,系统类型,Linux|_|PC端|_|Web端|_|Windows
Perl,计算机语言方向,C#|_|C++|_|C语言|_|Golang|_|Java|_|PHP|_|Python|_|Ruby
Python,Hadoop组件/工具,Hadoop|_|Kafka|_|Spark
Python,后端框架,Django|_|Flask|_|Heritrix|_|Hibernate|_|Nutch|_|Pyspider|_|SQLAlchemy|_|Scrapy|_|Spring|_|Tornado|_|WebMagic
Python,技术工作内容,数据抓取|_|架构设计|_|网络爬虫
Python,技术类型,Socket技术|_|分布式技术|_|容器技术|_|虚拟机技术
Python,数据分析工具,Matplotlib|_|NumPy|_|Pandas
Python,数据库类型,MongoDB|_|MySQL|_|PostgreSQL|_|Redis
Python,数据职能,数据挖掘|_|数据采集
Python,深度学习框架,Caffe|_|MXNet|_|TensorFlow
Python,系统类型,Linux|_|Unix|_|Windows
Python,计算机语言方向,Golang|_|Java|_|SQL
Python,软件开发工具,Celery|_|FastDFS|_|Framework|_|Jenkins|_|PyCharm|_|RabbitMQ|_|XPath
Python,运维工具,Ansible|_|CMDB|_|Docker|_|Kubernetes|_|Nginx|_|Openstack
QA专员,质检工作方向,DQC|_|FQC|_|IPQC|_|MQC|_|OQC|_|PQC|_|QC
QA专员,质量安全管理体系标准,GJB9001|_|GMP|_|HACCP |_|ISO15189|_|ISO17021|_|ISO22716|_|SSOP|_|汽车质量管理体系标准|_|环境管理体系标准|_|职业健康安全管理体系标准|_|质量管理体系标准|_|食品质量管理体系标准
QA专员,质量检测/试验方法,化学检测|_|寿命试验|_|微生物检测|_|无损检测|_|物理检测|_|环境监测
QA专员,质量管理工具/方法,6σ|_|8D报告|_|APQP|_|CMK|_|CPK|_|FMEA|_|FRACAS|_|FTA|_|MSA|_|PPAP|_|PPK|_|QC七大手法|_|SPC|_|全面质量管理TQM|_|精益生产
QA专员,资格证书,内审员证|_|安全员资格证|_|安全评价师证书|_|审核员证|_|注册安全工程师证|_|质检员证书
QA工程师,质检工作方向,DQC|_|FQC|_|IPQC|_|MQC|_|OQC|_|PQC|_|QC
QA工程师,质量安全管理体系标准,GJB9001|_|GMP|_|HACCP |_|ISO15189|_|ISO17021|_|ISO22716|_|SSOP|_|汽车质量管理体系标准|_|环境管理体系标准|_|职业健康安全管理体系标准|_|质量管理体系标准|_|食品质量管理体系标准
QA工程师,质量检测/试验方法,化学检测|_|寿命试验|_|微生物检测|_|无损检测|_|物理检测|_|环境监测
QA工程师,质量管理工具/方法,6σ|_|8D报告|_|APQP|_|CMK|_|CPK|_|FMEA|_|FRACAS|_|FTA|_|MSA|_|PPAP|_|PPK|_|QC七大手法|_|SPC|_|全面质量管理TQM|_|精益生产
QA工程师,资格证书,内审员证|_|安全员资格证|_|安全评价师证书|_|审核员证|_|注册安全工程师证|_|质检员证书
QC质检,医药工作方向,药品质检
QC质检,质检工作方向,DQC|_|FQC|_|IPQC|_|IQC|_|MQC|_|OQC|_|PQC|_|QC
QC质检,质量安全管理体系标准,GJB9001|_|GMP|_|HACCP |_|ISO22716|_|SSOP|_|汽车质量管理体系标准|_|环境管理体系标准|_|职业健康安全管理体系标准|_|质量管理体系标准|_|食品质量管理体系标准
QC质检,质量检测/试验方法,化学检测|_|寿命试验|_|微生物检测|_|物理检测|_|环境监测
QC质检,质量管理工具/方法,6σ|_|8D报告|_|APQP|_|CMK|_|CPK|_|FMEA|_|FRACAS|_|FTA|_|MSA|_|PPAP|_|PPK|_|QC七大手法|_|SPC|_|全面质量管理TQM|_|精益生产
QC质检,资格证书,质检员证书
ReactNative,前端框架,Angular|_|AngularJS|_|Avalon|_|Bootstrap|_|Dojo|_|Ember.js|_|ExtJS|_|JQuery|_|Native.js|_|React|_|React.JS|_|RequireJS|_|Vue|_|weex
ReactNative,计算机语言方向,CSS|_|CSS3|_|HTML|_|HTML5|_|JavaScript|_|SQL
Ruby,后端框架,SpringBoot|_|SpringCloud
Ruby,技术类型,Socket技术|_|分布式技术|_|多线程|_|多进程|_|微服务架构|_|数据结构|_|消息队列|_|网络协议
Ruby,系统类型,Linux|_|PC端|_|Web端|_|Windows
Ruby,计算机语言方向,C#|_|C++|_|C语言|_|Golang|_|Java|_|PHP|_|Python|_|Ruby
SAT教师,授课形式,一对一授课|_|线上教育|_|线下教育|_|集体授课
SAT教师,教授人群,初中生|_|大学生|_|高中生
SAT教师,证书/职称,托福101-110分|_|托福111-120分|_|英语专业八级|_|英语专业四级|_|雅思7.0分|_|雅思7.5分|_|雅思8.0分|_|雅思8.5分|_|雅思9.0分
SAT教师,课程科目,GRE|_|SAT|_|托福|_|雅思
SEM,市场工作方向,市场推广|_|市场营销
SEM,市场推广方式,ASO|_|新媒体推广|_|线上推广
SEM,市场推广渠道,360渠道|_|微博平台|_|搜狗渠道|_|百度渠道
SEO,市场工作方向,市场推广|_|市场营销
SEO,市场推广方式,ASO|_|新媒体推广|_|线上推广
SEO,市场推广渠道,360渠道|_|微博平台|_|搜狗渠道|_|百度渠道
U3D,技术类型,3D图形开发|_|AR|_|VR|_|图形渲染|_|游戏引擎|_|虚拟仿真
U3D,游戏类型,ARPG|_|MOBA类游戏|_|SLG游戏|_|卡牌游戏
U3D,计算机语言方向,C#|_|C++|_|Lua|_|Python|_|ShaderLab
U3D,软件开发工具,Animator|_|AssetBundle|_|DOTween|_|Direct3D|_|DirectX|_|NGUI|_|OpenGL|_|Shader|_|UGUI|_|WebGL
U3D,软件开发方向,前端开发|_|手游开发|_|游戏前端开发|_|游戏客户端开发|_|游戏开发|_|移动开发
UE4,技术工作内容,地编制作|_|场景开发|_|蓝图开发
UE4,技术类型,AR|_|PBR|_|UE4地编|_|UE4引擎|_|UE4技术美术|_|UE4特效|_|VR|_|图形渲染|_|游戏引擎|_|虚拟现实
UE4,计算机语言方向,C|_|C++|_|Lua|_|Python
UE4,软件开发工具,DirectX|_|OpenGL|_|Shader
UE4,软件开发方向,UE4开发|_|手游开发|_|游戏开发
UE设计-交互设计,交互设计方向,交互体验设计|_|动效设计
UE设计-交互设计,产品软件,Axure|_|Visio|_|墨刀
UE设计-交互设计,设计方向,手绘|_|用户研究
UE设计-交互设计,设计职能,设计主管|_|设计师|_|设计师助理|_|设计总监|_|设计经理
UE设计-交互设计,设计软件,AI|_|CAD|_|DW|_|InDesign|_|PhotoShop|_|Principle
UI设计,交互设计方向,UE设计|_|UI设计|_|交互体验设计|_|动效设计
UI设计,设计职能,美术设计师|_|设计主管|_|设计师|_|设计师助理|_|设计总监|_|设计经理
UI设计,设计软件,AE|_|CAD|_|MAYA|_|PhotoShop|_|Premiere|_|Spine
UI设计培训讲师,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
UI设计培训讲师,教师类型,助教|_|培训师|_|教研
UX设计,设计平台,客户端|_|游戏端|_|移动端|_|网页端
UX设计,设计方向,交互设计|_|动画动效设计|_|界面设计
UX设计,设计软件,AI|_|Axure|_|DW|_|Figma|_|Flash|_|PS|_|Sketch|_|XD
UX设计师,交互设计方向,交互体验设计|_|动效设计
UX设计师,产品软件,Axure|_|Visio|_|墨刀
UX设计师,设计方向,手绘|_|用户研究
UX设计师,设计职能,设计主管|_|设计师|_|设计师助理|_|设计总监|_|设计经理
UX设计师,设计软件,AI|_|CAD|_|DW|_|InDesign|_|PhotoShop|_|Principle
VB,后端框架,SpringBoot|_|SpringCloud
VB,技术类型,Socket技术|_|分布式技术|_|多线程|_|多进程|_|微服务架构|_|数据结构|_|消息队列|_|网络协议
VB,系统类型,Linux|_|PC端|_|Web端|_|Windows
VB,计算机语言方向,C#|_|C++|_|C语言|_|Golang|_|Java|_|PHP|_|Python|_|Ruby
VIP专员,客服方向,售前客服|_|售后客服|_|在线客服|_|外呼客服|_|客服管理|_|客服质检|_|微信客服|_|投诉客服|_|接听客服|_|电商客服
aigc产品经理,产品方向,B端产品|_|C端产品
aigc产品经理,人工智能方向,AI机器人|_|AI芯片|_|智能医疗|_|智能家居|_|智能汽车|_|智能穿戴|_|机器学习类AI|_|视觉类AI|_|语义类AI|_|语音类AI
aigc算法工程师,AI算法类型,Boosting|_|CNN|_|DNN|_|GBDT|_|LR|_|LambdaMART|_|RNN/LSTM|_|SVM|_|Seq2Seq|_|协同过滤|_|强化学习|_|数据建模|_|文本挖掘|_|朴素贝叶斯|_|逻辑回归
aigc算法工程师,图像识别内容,实例分割|_|物体识别|_|目标检测
aigc算法工程师,深度学习框架,Diffusion|_|GAN|_|MXNet|_|PyTorch|_|TensorFlow|_|VAE|_|darknet|_|多模态|_|扩散模型
aigc算法工程师,计算机语言方向,C++|_|golang|_|python
c++培训讲师,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
c++培训讲师,教师类型,助教|_|培训师|_|教研
iOS,技术类型,Block|_|Hybrid开发|_|React Native开发|_|Runtime|_|SDK开发|_|Socket技术|_|内存管理|_|多线程|_|性能调优|_|数据结构
iOS,移动端框架,Cocoa|_|CoreData|_|Flutter|_|UIKit
iOS,计算机语言方向,C/C++|_|Objective-C|_|Swift|_|XML
iOS,软件开发工具,AutoLayout|_|CocoaPods|_|Instruments|_|JSON|_|RunLoop|_|SVN|_|Xcode|_|iOS SDK|_|iOS UI
iOS,软件开发方向,公众号开发|_|小程序开发
ios培训讲师,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
ios培训讲师,教师类型,助教|_|培训师|_|教研
mano,技术方向,NAT|_|NFV|_|SDN|_|Socket技术|_|分布式|_|容器|_|核心网|_|网络交换
mano,编程语言,C++|_|C语言|_|Golang|_|Java|_|PHP|_|Perl|_|Python|_|SQL|_|Shell
php培训讲师,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
php培训讲师,教师类型,助教|_|培训师|_|教研
prompt工程师,AI算法类型,Boosting|_|CNN|_|DNN|_|GBDT|_|LR|_|LambdaMART|_|RNN/LSTM|_|SVM|_|Seq2Seq|_|协同过滤|_|强化学习|_|数据建模|_|文本挖掘|_|朴素贝叶斯|_|逻辑回归
prompt工程师,NLP任务类型,句法分析|_|实体识别|_|情感分析|_|文本分类|_|智能客服|_|机器翻译|_|机器阅读理解|_|知识图谱|_|篇章分析|_|聊天机器人|_|语义分析|_|语义角色标注
prompt工程师,深度学习框架,Caffe|_|Keras|_|MXNet|_|PyTorch|_|TensorFlow|_|Theano
prompt工程师,计算机语言方向,C++|_|golang|_|python
unity3D培训讲师,关键词,Unity3D培训助理|_|Unity3D培训研究|_|Unity3D培训策划|_|Unity3D讲师
web前端,前端框架,Angular|_|AngularJS|_|Avalon|_|Bootstrap|_|Dojo|_|Ember.js|_|ExtJS|_|JQuery|_|Native.js|_|React|_|React.JS|_|RequireJS|_|Vue|_|weex
web前端,计算机语言方向,CSS|_|CSS3|_|HTML|_|HTML5|_|JavaScript|_|SQL
web前端培训讲师,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
web前端培训讲师,教师类型,助教|_|培训师|_|教研
万能工,万能工类型,冶炼工|_|切割工|_|包装印刷工|_|包边工|_|塑胶工|_|安装装配工|_|打磨工|_|搅拌工|_|搬运装卸工|_|服装纺织工|_|木工|_|机床工|_|检验员|_|模具工|_|水电工|_|泥瓦工|_|泵工|_|涂布工|_|涂装工|_|激光操作工|_|焊接工|_|空调工|_|筑路工|_|管道工|_|维修工|_|缠绕工|_|道路养护工|_|钣金工|_|钳工|_|钻孔工|_|铸造工|_|锅炉工|_|锻造工|_|雕刻工
万能工,证书/职称,一级电工|_|三级电工|_|二级电工|_|五级电工|_|四级电工|_|特种作业操作证 （电工）
专利律师,律师方向,办案律师|_|授薪律师|_|提成律师|_|涉外律师|_|诉讼律师|_|非诉律师
专利律师,法律职能,法务|_|法律风控
专利律师,资格证书,律师执业证|_|律师资格证
专升本讲师,培训科目,信息科技|_|政治|_|数学|_|英语|_|语文
专升本讲师,授课方式,线上授课|_|线下授课|_|集体授课
专科医生,医生护士职称,临床执业医师证|_|公共执业助理医师证|_|公共执业医师证|_|助理医师证|_|执业医师证
专科医生,医生职能,儿科医生|_|内科医生|_|外科医生|_|妇科医生|_|急诊医生|_|检验科医师|_|皮肤科医生|_|眼科医生|_|骨科医生
业务增长产品经理,产品方向,APP产品|_|B端产品|_|C端产品|_|信息系统|_|内容产品|_|功能产品|_|医疗产品|_|后台产品|_|商业产品|_|在线教育产品|_|广告产品|_|搜索产品|_|数据产品|_|旅游产品|_|游戏产品|_|物流产品|_|生活服务产品|_|电商产品|_|硬件产品|_|社交产品|_|移动产品|_|策略产品|_|网页产品|_|视频产品|_|资讯产品|_|金融产品
业务增长产品经理,产品职责,交互设计|_|产品规划|_|产品设计|_|原型设计|_|思维导图|_|用户增长|_|用户研究|_|需求分析|_|项目管理
中医,医生护士职称,中医执业助理医师证|_|中医执业医师证
中医,医生职能,中医儿科|_|中医养生|_|中医内科|_|中医妇科|_|中医骨科
中医科医生,医生护士职称,临床执业医师证|_|公共执业助理医师证|_|公共执业医师证|_|助理医师证|_|执业医师证
中医科医生,医生职能,儿科医生|_|内科医生|_|外科医生|_|妇科医生|_|急诊医生|_|检验科医师|_|皮肤科医生|_|眼科医生|_|骨科医生
中央空调安装工,维修方向,制冷设备维修|_|空调维修
中央空调安装工,资格证书,制冷证|_|特种作业操作证|_|电工证
中文老师,授课方式,线上教育|_|线下教育
中文老师,教师类型,助教|_|外教|_|家教|_|授课老师|_|教学管理|_|教研
中文老师,教授人群,初中生|_|大学生|_|学龄前儿童|_|小学生|_|高中生
中文老师,证书/职称,国际汉语教师资格中级证书|_|国际汉语教师资格初级证书|_|国际汉语教师资格高级证书
中点师,点心类型,广式点心
中点师,资格证书,健康证|_|厨师证
